	TIDJIKJA	GQND	MR
	KIFFA	GQNF	MR
	NEMA	GQNI	MR
	AKJOUJT	GQNJ	MR
	KAEDI	GQNK	MR
	NOUAKCHOTT	GQNN	MR
	NOUAKCHOTT/OUMTO	GQNO	MR
	ROSSO	GQNR	MR
	ATAR	GQPA	MR
	NOUADHIBOU	GQPP	MR
	BIR MOGHREIN (MI	GQPT	MR
	ZOUERAT	GQPZ	MR
			
SA	HARA OCCIDENTAL  2	7-DE	
	EL AAIUN	GSAI	EH
	VILLA CISNEROS(M	GSVO	EH
			
CA	PE VERDE         0	5-JU	
	SAL ISL/AMILCAR	GVAC	CV
	RABIL AIRPORT	GVBA	CV
	PRAIA INTL	GVNP	CV
	FRANCISCO MENDES	GVFM	CV
	S. PEDRO	GVSV	CV
			
AL	GERIA            0	4-FE	
	BOU-SAADA	DAAD	DZ
	BEJAIA/SOUMMAM	DAAE	DZ
	AOULEF	DAAF	DZ
	DAR-EL-BEIDA/HOU	DAAG	DZ
	DJANET/TISKA	DAAJ	DZ
	ILLIZI/ILLIRANE	DAAP	DZ
	SETIF/AIN-ARNAT	DAAS	DZ
	TAMANRASSET/AGUE	DAAT	DZ
	JIJEL/TAHER	DAAV	DZ
	BORDJ OMAR DRISS	DAAW	DZ
	MECHERIA	DAAY	DZ
	ANNABA/EL MELLAH	DABB	DZ
	CONSTANTINE/EL B	DABC	DZ
	SKIKDA	DABP	DZ
	TEBESSA	DABS	DZ
	BATNA	DABT	DZ
	TINFOUYE	DAEF	DZ
	RHOURD NOUSS	DAEN	DZ
	TILREMPT/HASSI	DAFH	DZ
	DJELFA/TLETSI	DAFI	DZ
	DAMRA	DAMH	DZ
	TIARET	DAOB	DZ
	TINDOUF	DAOF	DZ
	CHLEF	DAOI	DZ
	ORAN/TAFAROUI	DAOL	DZ
	MASCARA	DAOM	DZ
	TLEMCEN/ZENATA	DAON	DZ
	ORAN/ES SENIA	DAOO	DZ
	BECHAR/OUAKDA	DAOR	DZ
	MASCARA/GHRISS	DAOV	DZ
	EL BAYADH	DAOY	DZ
	IN GUEZZAM	DATG	DZ
	BORDJ MOKHTAR	DATM	DZ
	ADRAR/TOUAT	DAUA	DZ
	BISKRA	DAUB	DZ
	EL GOLEA	DAUE	DZ
	GHARDAIA/NOUMERA	DAUG	DZ
	HASSI-MESSAOUD/I	DAUH	DZ
	IN SALAH NORTH	DAUI	DZ
	TOUGGOURT/SIDI M	DAUK	DZ
	LAGHOUAT	DAUL	DZ
	EL OUED/GUEMER	DAUO	DZ
	TIMIMOUN	DAUT	DZ
	OUARGLA	DAUU	DZ
	IN AMENAS/ZARZAI	DAUZ	DZ
			
BE	NIN              2	7-DE	
	COTONOU/CADJEHOU	DBBB	BJ
	BOHICON/CANA	DBBC	BJ
	KANDI	DBBK	BJ
	NATITINGOU	DBBN	BJ
	PARAKOU	DBBP	BJ
	SAVE	DBBS	BJ
			
BU	RKINA FASO       2	7-DE	
	OUAHIGOUYA	DFCC	BF
	BOROMO	DFCO	BF
	PO	DFCP	BF
	DORI	DFEE	BF
	FADA N'GOURMA	DFEF	BF
	OUAGADOUGOU (MIL	DFFD	BF
	DEDOUGOU	DFOD	BF
	GAOUA	DFOG	BF
	BOBO-DIOULASSO	DFOO	BF
			
GH	ANA              2	7-DE	
	ACCRA/KOTOKA INT	DGAA	GH
	ADA	DGAD	GH
	HO	DGAH	GH
	AKUSE	DGAK	GH
	SALTPOND	DGAS	GH
	TEMA	DGAT	GH
	AKIM ODA	DGKA	GH
	KOFORIDUA	DGKK	GH
	BOLE	DGLB	GH
	TAMALE (AFB/CIV)	DGLE	GH
	NAVRONGO	DGLN	GH
	WA	DGLW	GH
	YENDI	DGLY	GH
	SEFWI BEKWAI	DGSB	GH
	KUMASI	DGSI	GH
	SUNYANI	DGSN	GH
	WENCHI	DGSW	GH
	TAKORADI (AFB)	DGTK	GH
	AXIM	DGTX	GH
			
CO	TE D'IVOIRE      2	7-DE	
	ADIAKE	DIAD	CI
	ABIDJAN/PORT BOU	DIAP	CI
	BOUAKE (CIV/MIL)	DIBK	CI
	BONDOUKOU/SOKO	DIBU	CI
	DIMBOKRO CITY	DIDK	CI
	DALOA	DIDL	CI
	FERKESSEDOUGOU	DIFK	CI
	GAGNOA CITY	DIGA	CI
	KORHOGO	DIKO	CI
	MAN	DIMN	CI
	ODIENNE	DIOD	CI
	SAN PEDRO	DISP	CI
	SASSANDRA/DREWIN	DISS	CI
	TABOU	DITB	CI
	YAMOUSSOUKRO	DIYO	CI
			
NI	GERIA            2	5-AP	
	SAM MBAKWE	DNIM	NG
	ABUJA	DNAA	NG
	AKURE AIRPORT	DNAK	NG
	BENIN CITY(CIV/M	DNBE	NG
	BIDA	DNBI	NG
	CALABAR	DNCA	NG
	ENUGU	DNEN	NG
	GOMBE	DNGO	NG
	GUSAU	DNGU	NG
	IBADAN	DNIB	NG
	ILORIN	DNIL	NG
	JOS	DNJO	NG
	KADUNA (CIV/MIL)	DNKA	NG
	KANO/MALLAM AMIN	DNKN	NG
	KATSINA/YARADURA	DNKT	NG
	MAIDUGURI	DNMA	NG
	MAKURDI (MIL)	DNMK	NG
	LAGOS/IKEJA	DNMM	NG
	MINNA AIRPORT	DNMN	NG
	OSHOGBO	DNOS	NG
	PORT HARCOURT	DNPO	NG
	SOKOTO	DNSO	NG
	YOLA	DNYO	NG
	ZARIA	DNZA	NG
			
NI	GER              2	7-DE	
	BIRNI-N'KONNI	DRRB	NE
	GAYA	DRRG	NE
	BILMA	DRRI	NE
	TILLABERY	DRRL	NE
	MARADI	DRRM	NE
	NIAMEY (CIV/MIL)	DRRN	NE
	TAHOUA	DRRT	NE
	AGADEZ SOUTH (MI	DRZA	NE
	DIFFA	DRZF	NE
	GOURE	DRZG	NE
	MAINE-SOROA	DRZM	NE
	ZINDER	DRZR	NE
			
TU	NISIA            3	0-AP	
	TABARKA	DTKA	TN
	HABIB BOURGUIBA	DTMB	TN
	ENFIDHA	DTNH	TN
	ZINE EL ABIDINE	DTNZ	TN
	TUNIS/CARTHAGE	DTTA	TN
	BIZERTE/SIDI AHM	DTTB	TN
	REMADA	DTTD	TN
	GAFSA	DTTF	TN
	GABES	DTTG	TN
	DJERBA MELLITA	DTTJ	TN
	KAIROUAN	DTTK	TN
	KELIBIA	DTTL	TN
	MONASTIR-SKANES	DTTM	TN
	JENDOUBA	DTTN	TN
	EL BORMA	DTTR	TN
	SFAX/EL-MAOU	DTTX	TN
	TOZEUR/NEFTA	DTTZ	TN
			
TO	GO               3	0-AP	
	ATAKPAME/AKPAKA	DXAK	TG
	DJANGOU AIRPORT	DXDP	TG
	MANGO/SANSANNE	DXMG	TG
	NAIMTOUGOU(CIV/M	DXNG	TG
	SOKODE	DXSK	TG
	TABLIGBO	DXTA	TG
	LOME/TOKOIN (MIL	DXXX	TG
			
ET	HIOPIA           2	7-DE	
	ADDIS ABABA/BOLE	HAAB	ET
	AGORDAT	HAAG	ET
	ARBA MINCH	HAAM	ET
	AWASH	HAAW	ET
	AXUM	HAAX	ET
	ASMARA/YOHANNES	HAAY	ET
	ASMARA/YOHANNES	HHAS	ET
	BACO/BAKO	HABC	ET
	BAHAR DAR	HABD	ET
	COMBOLCHA/DESSIE	HADC	ET
	DEBRE MARCOS	HADM	ET
	DIRE DAWA (MIL/C	HADR	ET
	GHINNIR/GINIR	HAGH	ET
	GONDAR	HAGN	ET
	GODE (MIL)	HAGO	ET
	GORE	HAGR	ET
	HARAR MEDA (MIL)	HAHM	ET
	JIJIGA (MIL)	HAJJ	ET
	JIMMA	HAJM	ET
	KABRE DARE (MIL)	HAKD	ET
	AWASSA (LAKE)	HALA	ET
	MAKALE/MEQELE	HAMK	ET
	MASSLO/MESLO	HAML	ET
	MASSAWA	HAMS	ET
	NEGHELLI (MIL)	HANG	ET
	ASSAB	HASB	ET
	ASSOSA/ASOSA	HASO	ET
	TESSENEI/TESENEY	HATS	ET
			
BU	RUNDI            2	7-DE	
	BUJUMBURA	HBBA	BI
			
SO	MALIA            2	7-DE	
	ALULA	HCMA	SO
	BARDERA	HCMD	SO
	EIL	HCME	SO
	BOSASO	HCMF	SO
	GARDO	HCMG	SO
	HARGEISA	HCMH	SO
	BERBERA (CIV/MIL	HCMI	SO
	LUG-GANANE	HCMJ	SO
	EL BUR	HCML	SO
	MOGADISHU	HCMM	SO
	BELET UEN	HCMN	SO
	OBBIA	HCMO	SO
	GALCAYO	HCMR	SO
	SCUSCIUBAN	HCMS	SO
	ERIGAVO	HCMU	SO
	BURAO	HCMV	SO
			
DJ	IBOUTI           2	7-DE	
	AMBOULI DJIBOUTI	HDAM	DJ
	DJIBOUTI/AMBOULI	HFFF	DJ
			
EG	YPT              1	4-JU	
	MENIA	HEAM	EG
	EL ARISH	HEAR	EG
	ASYUT	HEAT	EG
	ALEXANDRIA/NOUZH	HEAX	EG
	ALEXANDRIA BORG	HEBA	EG
	BENI SUEF AFB	HEBF	EG
	ABU SIMBEL (RUIN	HEBL	EG
	CAIRO INTL AIRPO	HECA	EG
	HURGUADA	HEGN	EG
	JIYANKLIS AFB	HEGS	EG
	ISMAILIA	HEIS	EG
	LUXOR (CIV/MIL)	HELX	EG
	MARSA ALAM INTL	HEMA	EG
	MERSA MATRUH (MI	HEMM	EG
	OWEINAT	HEOW	EG
	PORT SAID	HEPS	EG
	ST CATHERINE	HESC	EG
	SOHAG	HESG	EG
	SHARM EL SHEIKHI	HESH	EG
	ASWAN (CIV/MIL)	HESN	EG
	TABA INTL	HETB	EG
	EL TOR	HETR	EG
			
KE	NYA              3	0-AP	
	ELDORET	HKEL	KE
	EMBU	HKEM	KE
	GARISSA	HKGA	KE
	ISIOLO	HKIS	KE
	NAIROBI/JOMO KEN	HKJK	KE
	KAKAMEGA	HKKG	KE
	KISUMU	HKKI	KE
	KERICHO	HKKR	KE
	KISII	HKKS	KE
	KITALE	HKKT	KE
	LODWAR	HKLO	KE
	LAMU/MANDA ISLAN	HKLU	KE
	MANDERA	HKMA	KE
	MARSABIT	HKMB	KE
	MERU	HKME	KE
	MERU	HKMK	KE
	MALINDI	HKML	KE
	MOMBASA/MOI INTL	HKMO	KE
	MAKINDU	HKMU	KE
	MARA SERENA	HKMS	KN
	MOYALE LOWER (OD	HKMY	KE
	NAIROBI/JOMO KEN	HKNA	KE
	NAIROBI/DAGORETT	HKNC	KE
	NYERI	HKNI	KE
	NAKURU	HKNK	KE
	NAROK	HKNO	KE
	NAIROBI/WILSON	HKNW	KE
	NANYUKI	HKNY	KE
	MOI AIRBASE	HKRE	KE
	VOI	HKVO	KE
	WAJIR	HKWJ	KE
			
LI	BYAN ARAB JAMAHI 0	6-NO	
	SIRTE	HLGD	LY
	GHAT	HLGT	LY
	KUFRA (MIL/CIV)	HLKF	LY
	BENINA/BENGHAZI	HLLB	LY
	MITIGA	HLLM	LY
	EL BEIDA	HLLQ	LY
	SEBHA (AUT)	HLLS	LY
	TRIPOLI INTL ARP	HLLT	LY
	HON	HLON	LY
	GHADAMES	HLTD	LY
			
RW	ANDA             2	7-DE	
	GISENYI	HRYG	RW
	BUTARE	HRYI	RW
	KIGALI	HRYR	RW
	RUHENGERI	HRYU	RW
	KAMEMBE	HRZA	RW
			
SU	DAN              2	9-SE	
	AKOBO	HSAK	SD
	ATBARA	HSAT	SD
	AWEIL/UWAYL	HSAW	SD
	BOR	HSBR	SD
	DONGOLA/DUNQULAH	HSDN	SD
	DAMAZIN	HSDZ	SD
	EL FASHER	HSFS	SD
	GEDAREF/AZAZA	HSGF	SD
	GENEINA	HSGN	SD
	KASSALA	HSKA	SD
	KOSTI/RABAK	HSKI	SD
	KADUGLI	HSLI	SD
	MARIDI	HSMD	SD
	RUMBEK	HSMK	SD
	NASIR	HSNA	SD
	SHENDI	HSND	SD
	NYALA	HSNL	SD
	NYALA	HSNN	SD
	SENNAR	HSNR	SD
	EL OBEID	HSOB	SD
	PIBOR POST	HSPI	SD
	PORT SUDAN INTL	HSPN	SD
	RAGA	HSRJ	SD
	RENK	HSRN	SD
	JUBA	HSSJ	SD
	MALAKAL	HSSM	SD
	PORT SUDAN	HSSP	SD
	KHARTOUM (CIV/MI	HSSS	SD
	HALFA (WADI)	HSSW	SD
	TORIT	HSTR	SD
	YAMBIO	HSYA	SD
	ZALINGEI	HSZA	SD
			
TA	NZANIA           3	0-AP	
	ARUSHA	HTAR	TZ
	BUKOBA	HTBU	TZ
	DAR ES SALAAM AR	HTDA	TZ
	DODOMA	HTDO	TZ
	IRINGA	HTIR	TZ
	KIGOMA	HTKA	TZ
	KILWA MASOKO	HTKI	TZ
	KILIMANJARO AIRP	HTKJ	TZ
	MBEYA	HTMB	TZ
	MOROGORO (MET)	HTMG	TZ
	MOMBO	HTMO	TZ
	MOSHI	HTMS	TZ
	MTWARA	HTMT	TZ
	MUSOMA	HTMU	TZ
	MWANZA	HTMW	TZ
	NACHINGWEA	HTNA	TZ
	PEMBA/KARUME ARP	HTPE	TZ
	SAME	HTSE	TZ
	SONGEA	HTSO	TZ
	SUMBAWANGA	HTSU	TZ
	SHINYANGA	HTSY	TZ
	TABORA AIRPORT	HTTB	TZ
	TANGA	HTTG	TZ
	ZANZIBAR/KISAUNI	HTZA	TZ
			
UG	ANDA             2	7-DE	
	ARUA	HUAR	UG
	ENTEBBE INTL ARP	HUEN	UG
	FORT PORTAL	HUFP	UG
	GULU (MIL/CIV)	HUGU	UG
	JINJA	HUJI	UG
	KABALE	HUKB	UG
	KASESE	HUKS	UG
	LIRA	HULI	UG
	MBARARA	HUMA	UG
	MASINDI	HUMI	UG
	MOROTO	HUMO	UG
	SOROTI	HUSO	UG
	TORORO	HUTO	UG
			
SO	UTH AFRICA       1	6-MA	
	ALEXANDER BAY	FAAB	ZA
	ALIWAL NORTH	FAAN	ZA
	BRAKPAN	FABB	ZA
	BURGERSDORP	FABD	ZA
	BISHO	FABE	ZA
	BLOEMFONTEIN/HER	FABL	ZA
	BETHLEHEM AIRPOR	FABM	ZA
	BARBERTON	FABN	ZA
	BREDASDORP	FABR	ZA
	BEAUFORT WEST (M	FABY	ZA
	COOKHOUSE	FACH	ZA
	CAROLINA	FACL	ZA
	CAPETOWN/DF MALA	FACT	ZA
	CALVINIA (MET)	FACV	ZA
	CLANWILLIAM	FACW	ZA
	DE AAR	FADA	ZA
	DUNDEE	FADD	ZA
	DURNACOL	FADH	ZA
	DURBAN/LOUIS BOT	FADN	ZA
	DUNNOTTAR (SAAF)	FADR	ZA
	DE AAR MET	FADY	ZA
	EAST LONDON/SCHO	FAEL	ZA
	ERMELO	FAEO	ZA
	ELLISRAS	FAER	ZA
	ESHOWE	FAES	ZA
	ELLIOT	FAET	ZA
	FICKSBURG	FAFB	ZA
	FRANKFORT	FAFF	ZA
	FRASERBURG	FAFR	ZA
	GOBABIS	FAGB	ZA
	GRAND CENTRAL	FAGC	ZA
	GOUGH ISLAND	FAGE	ZA
	GEORGE/P. W. BOT	FAGG	ZA
	JOHANNESBURG/RAN	FAGM	ZA
	GRAAFF REINET	FAGR	ZA
	GRAHAMSTOWN	FAGT	ZA
	GRAVELOTTE	FAGV	ZA
	GREYTOWN	FAGY	ZA
	HARMONY (PRIVATE	FAHA	ZA
	HUMANSDORP	FAHD	ZA
	HENDRINA (PRIVAT	FAHE	ZA
	HEIDELBERG	FAHG	ZA
	HOEDSPRUIT (SAAF	FAHS	ZA
	PRETORIA/IRENE	FAIR	ZA
	JOHANNESBURG CIT	FAJB	ZA
	JAGERSFONTEIN	FAJF	ZA
	KLERKSDORP	FAKD	ZA
	KIMBERLEY/BJ VOR	FAKM	ZA
	KRUGER MPUMALANG	FAKN	ZA
	KOMATIPOORT	FAKP	ZA
	KROONSTAD	FAKS	ZA
	KLEINSEE	FAKZ	ZA
	LANSERIA (CIV/MI	FALA	ZA
	LIME ACRES(PRIVA	FALC	ZA
	DURBAN SHAKA	FALE	ZA
	LICHTENBURG	FALI	ZA
	MAKHADO AFB	FALM	ZA
	LOUIS TRICHARDT	FALO	ZA
	LICHTENBURG	FALT	ZA
	LANGEBAANWEG (SA	FALW	ZA
	LADYSMITH	FALY	ZA
	MIDDELBURG	FAMB	ZA
	MARION ISLAND	FAME	ZA
	MARGATE	FAMG	ZA
	MAFIKENG	FAMK	ZA
	MMABATHO INTL AR	FAMM	ZA
	MOSSEL BAY (LGT-	FAMO	ZA
	MPACHA (CIV/MIL)	FAMP	ZA
	MARIEPSKOP (SAAF	FAMR	ZA
	MEYERTON	FAMT	ZA
	NEWCASTLE	FANC	ZA
	NEW HANOVER	FANH	ZA
	NEW LARGO	FANL	ZA
	NELSPRUIT	FANS	ZA
	JOHANNESBURG/TAM	FAOR	ZA
	ONDANGWA (MIL/CI	FAOA	ZA
	OVERBERG	FAOB	ZA
	OUDTSHOORN	FAOH	ZA
	PIETERSBURG (SAA	FAPB	ZA
	PLETTENBERG BAY	FAPG	ZA
	PRINCE ALBERT RO	FAPC	ZA
	PORT ELIZABETH	FAPE	ZA
	PHALABORWA(PRIVA	FAPH	ZA
	PIETERSBURG(CIVI	FAPI	ZA
	PORT ST. JOHNS (	FAPJ	ZA
	PIETERMARITZBURG	FAPM	ZA
	PILANESBERG	FAPN	ZA
	POLOKWANE INTL	FAPP	ZA
	PRETORIA (MET)	FAPR	ZA
	POTCHEFSTROOM(SA	FAPS	ZA
	QUEENSTOWN	FAQT	ZA
	RICHARD'S BAY	FARB	ZA
	FARAULEP ISLAND	FARP	ZA
	RUNDU (MIL/CIV)	FARU	ZA
	SPRINGBOK	FASB	ZA
	SPRINGS	FASI	ZA
	SWARTKOP (SAAF)	FASK	ZA
	SISHEN	FASS	ZA
	THOHOYANDOU	FATH	ZA
	TRISTAN DA CUNHA	FATC	ZA
	TSUMEB (PRIVATE)	FATM	ZA
	TZANEEN	FATZ	ZA
	ULUNDI	FAUL	ZA
	UPINGTON/PIERRE	FAUP	ZA
	UMTATA/MTHATHA	FAUT	ZA
	VEREENIGING	FAVV	ZA
	VRYBURG	FAVB	ZA
	DURBAN/VIRGINIA	FAVG	ZA
	VREDENDAL	FAVR	ZA
	VICTORIA WEST	FAVW	ZA
	VRYHEID	FAVY	ZA
	WONDERBOOM/PRETO	FAWB	ZA
	WINDHOEK	FAWE	ZA
	WITBANK	FAWI	ZA
	WATERKLOOF (SAAF	FAWK	ZA
	WELKOM	FAWM	ZA
	YSTERPLANT (SAAF	FAYP	ZA
	ZASTRON	FAZA	ZA
	WINDHOEK/EROS(SA	FAWW	ZA
	J. G. STRIJDOM	FAWH	ZA
	JOHANNESBURG TAM	FAJS	ZA
			
BO	TSWANA           3	0-AP	
	FRANCISTOWN	FBFT	BW
	GHANZI	FBGZ	BW
	JWANENG (PRIVATE	FBJW	BW
	KASANE	FBKE	BW
	GBADOLITE	FBLT	BW
	MAUN	FBMN	BW
	MAHALAPYE	FBMP	BW
	ORAPA (PRIVATE)	FBOR	BW
	SIR SERETSE KHAM	FBSK	BW
	SUA-PAN	FBSN	BW
	SELEBI PHIKWE	FBSP	BW
	SHAKAWE	FBSW	BW
	TSHANE	FBTE	BW
	TSABONG	FBTS	BW
	PANDAMATENGA	FBPA	BW
			
CO	"NGO, DEMOCRATIC  2"	7-DE	
	BRAZZAVILLE/MAYA	FCBB	CG
	DJAMBALA	FCBD	CG
	MOUYONDZI	FCBM	CG
	M'POUYA	FCBO	CG
	SIBITI	FCBS	CG
	GAMBOMA	FCOG	CG
	IMPFONDO	FCOI	CG
	MAKOUA	FCOM	CG
	SOUANKE	FCOS	CG
	OUESSO	FCOU	CG
	MAKABANA	FCPA	CG
	LOUBOMO	FCPL	CG
	POINTE-NOIRE	FCPP	CG
			
ZA	IRE              1	0-MA	
	KINSHASA/N'DJILI	FZAA	CD
	MOANDA	FZAG	CD
	KITONA (ZAI-AFB)	FZAI	CD
	MATADI/TSHIMPI	FZAM	CD
	INGA	FZAN	CD
	INONGO	FZBA	CD
	BANDUNDU	FZBO	CD
	KIKWIT	FZCA	CD
	KAHEMBA	FZCF	CD
	KENGE	FZCS	CD
	MBANDAKA	FZEA	CD
	BASANKUSU	FZEN	CD
	GEMENA	FZFK	CD
	LISALA	FZGA	CD
	BOENDE	FZGN	CD
	KISANGANI (ZAI-A	FZIA	CD
	KISANGANI	FZIC	CD
	ISIRO	FZJA	CD
	BUNIA	FZKA	CD
	ANGO	FZKO	CD
	BONDO	FZKP	CD
	BUKAVU/KAVUMU	FZMA	CD
	BUTEMBO	FZMB	CD
	GOMA INTL AIRPOR	FZNA	CD
	RUTSHURU	FZNC	CD
	KINDU	FZOA	CD
	KALIMA	FZOD	CD
	KASONGO	FZOK	CD
	LUBUMBASHI/LUANO	FZQA	CD
	KOLWEZI	FZQM	CD
	MITWABA	FZQV	CD
	MANONO	FZRA	CD
	MOBA	FZRB	CD
	KALEMIE	FZRF	CD
	KONGOLO	FZRQ	CD
	KAMINA (ZAI-AFB)	FZSA	CD
	SANDOA	FZSD	CD
	DILOLO	FZSI	CD
	KAPANGA	FZSK	CD
	KANIAMA	FZTK	CD
	KANANGA	FZUA	CD
	TSHIKAPA	FZUK	CD
	LODJA	FZVA	CD
	LOMELA	FZVE	CD
	ILEBO	FZVS	CD
	MBUJI-MAYI	FZWA	CD
	KABINDA/TUNTA	FZWT	CD
			
SW	AZILAND          0	7-OC	
	BIG BEND MET	FDBB	SZ
	JERICHO	FDJR	SZ
	LOMAHASHA	FDLM	SZ
	LAVUMISA	FDLV	SZ
	MANZINI/MATSAPA	FDMS	SZ
	MAYIWANE	FDMY	SZ
	MUSI	FDUS	SZ
	NDZEVANE	FDND	SZ
	NYONYANE	FDNY	SZ
	MOTI	FDOT	SZ
	PIGGS PEAK	FDPP	SZ
	SIKHUIPHE	FDSK	SZ
	SITEKI	FDST	SZ
	NHLANGANO ARPT	FDNH	SZ
	VUVULANE	FDVV	SZ
			
CE	NTRAL AFRICAN RE 2	7-DE	
	ALINDAO	FEFA	CF
	OBO	FEFB	CF
	BANGUI/M'POKO (M	FEFF	CF
	BANGASSOU	FEFG	CF
	BIRAO	FEFI	CF
	BOSSEMBELE	FEFL	CF
	BAMBARI	FEFM	CF
	N'DELE	FEFN	CF
	BOUAR	FEFO	CF
	BRIA	FEFR	CF
	BOSSANGOA	FEFS	CF
	BERBERATI	FEFT	CF
	YALINGA	FEFY	CF
	BANGUI	FEFV	CF
			
EQ	UATORIAL GUINEA  3	0-AP	
	BATA (RIO MUNI)	FGBT	GQ
	MALABO/FERNANDO	FGSL	GQ
			
SA	INT HELENA       2	7-DE	
	WIDE AWAKE FIELD	FHAW	SH
			
MA	URITIUS          2	7-DE	
	PLAISANCE	FIMP	MU
	RODRIGUES/PLAINE	FIMR	MU
	DIEGO GARCIA	FJDG	MU
			
CA	MEROON           1	2-JU	
	BANYO	FKAB	CM
	BAFIA	FKAF	CM
	ABONG-MBANG	FKAG	CM
	LOMIE	FKAL	CM
	MEIGANGA	FKAM	CM
	NKONGSAMBA	FKAN	CM
	BETARE-OYA	FKAO	CM
	YOKO	FKAY	CM
	MAROUA-SALAK	FKKA	CM
	KRIBI	FKKB	CM
	TIKO	FKKC	CM
	DOUALA (CIV/MIL)	FKKD	CM
	ESEKA	FKKE	CM
	MAMFE	FKKF	CM
	KAELE	FKKH	CM
	BATOURI	FKKI	CM
	YAGOUA CITY	FKKJ	CM
	MAROUA SALAK	FKKL	CM
	KOUNDJA/FOUMBAN	FKKM	CM
	NGAOUNDERE	FKKN	CM
	BERTOUA	FKKO	CM
	GAROUA	FKKR	CM
	DSCHANG	FKKS	CM
	TIBATI	FKKT	CM
	BAMENDA	FKKV	CM
	EBOLOWA	FKKW	CM
	YOUNDE II	FKKY	CM
	YAOUNDE	FKYS	CM
			
ZA	MBIA             1	9-AU	
	MBALA (MIL/CIV)	FLBA	ZM
	CHOMA	FLCH	ZM
	CHIPATA	FLCP	ZM
	ISOKA	FLIK	ZM
	KAWAMBWA	FLKB	ZM
	KAOMA	FLKO	ZM
	KASAMA	FLKS	ZM
	KABWE/MILLIKEN	FLKW	ZM
	LUSAKA CITY AIRP	FLLC	ZM
	LUNDAZI	FLLD	ZM
	LIVINGSTONE (MIL	FLLI	ZM
	LIVINGSTONE NKUM	FLHN	ZM
	LUSAKA KUANDA	FLKK	ZM
	MANSA	FLMA	ZM
	MFUWE	FLMF	ZM
	MONGU	FLMG	ZM
	MPIKA	FLMP	ZM
	MWINILUNGA	FLMW	ZM
	NDOLA	FLND	ZM
	KASEMPA	FLPA	ZM
	PETAUKE	FLPE	ZM
	KABOMPO	FLPO	ZM
	SERENJE	FLSE	ZM
	NDOLA	FLSK	ZM
	SENANGA	FLSN	ZM
	SESHEKE	FLSS	ZM
	SOLWEZI	FLSW	ZM
	SAMFYA	FLYA	ZM
	ZAMBEZI	FLZB	ZM
	LUSAKA (MIL/CIV)	FLLS	ZM
			
CO	MOROS            2	7-DE	
	MORONI/HAHAIA IN	FMCH	KM
	MORONI/ICONI ARP	FMCN	KM
	ANJOUAN/OUANI	FMCV	KM
	DZAOUDZI/PAMANZI	FMCZ	KM
			
MA	DAGASCAR         2	2-MA	
	ANTSIRABE	FMME	KM
	MAHANORO	FMMH	KM
	ANTANANARIVO/IVA	FMMI	KM
	MAINTIRANO	FMMO	KM
	SAINTE-MARIE ARP	FMMS	KM
	TAMATAVE/TOAMASI	FMMT	KM
	MORONDAVA	FMMV	KM
	DIEGO-SUAREZ/ANT	FMNA	KM
	ANDAPA	FMND	KM
	ANTALAHA/ANTSIRA	FMNH	KM
	ANALALAVA	FMNL	KM
	MAJUNGA/MAHAJANG	FMNM	KM
	NOSY BE/FASCENE	FMNN	KM
	BESALAMPY	FMNQ	KM
	SAMBAVA SUD	FMNS	KM
	VOHEMAR	FMNV	KM
	FT. DAUPHIN/TOLA	FMSD	KM
	FIANARANTSOA	FMSF	KM
	FARAFANGANA	FMSG	KM
	MANANJARY	FMSM	KM
	RANOHIRA	FMSO	KM
	MOROMBE	FMSR	KM
	TULEAR/TOLIARA	FMST	KM
			
RE	UNION            3	0-AP	
	ST. DENIS/GILLOT	FMEE	FR
	ST. PIERRE/FONDS	FMEP	FR
			
AN	GOLA             0	4-OC	
	BENGUELA/MONBACA	FNBG	AO
	CABINDA	FNCA	AO
	DUNDO	FNDU	AO
	HUAMBO/NOVA LISB	FNHU	AO
	BIE/KUITO/SILVA	FNKU	AO
	LOBITO	FNLB	AO
	LUANDA/4 DE FEVE	FNLU	AO
	LUBANGO	FNUB	AO
	LUENA	FNUE	AO
	MALANGE	FNMA	AO
	MBANZA/CONGO	FNBC	AO
	MENONGUE EAST/SE	FNME	AO
	NAMIBE	FNMO	AO
	ONDJIVA	FNGI	AO
	PORTO AMBOIM	FNPA	AO
	SAURIMO/HENRIQUE	FNSA	AO
	SOYO	FNSO	AO
	SUMBE	FNSU	AO
	UIGE	FNUG	AO
	WAKU KUNGU/CELA	FNWK	AO
	N'ZETO/AMBRIZETE	FNZE	AO
			
GA	BON              2	7-DE	
	MOUILA CITY	FOGM	GA
	LAMBARENE	FOGR	GA
	BITAM	FOOB	GA
	COCOBEACH	FOOC	GA
	MOANDA	FOOD	GA
	MEKAMBO	FOOE	GA
	PORT GENTIL	FOOG	GA
	MAKOKOU/EPASSENG	FOOK	GA
	LIBREVILLE/LEON	FOOL	GA
	MITZIC	FOOM	GA
	FRANCEVILLE/MVEN	FOON	GA
	LASTOURSVILLE	FOOR	GA
	TCHIBANGA	FOOT	GA
	MAYUMBA	FOOY	GA
			
SA	O TOME/PRINCIPE  2	7-DE	
	PRINCIPE ISLAND	FPPR	ST
	SAO TOME IL/SALA	FPST	ST
			
MO	ZAMBIQUE         1	4-JU	
	ANGOCHE	FQAG	MZ
	BEIRA	FQBR	MZ
	CUAMBA	FQCB	MZ
